Step,Number
315,51810826687657063244683394204580756586186572696413875112596752321637639203363501935398268988696890475424007378549
316,155432480062971189734050182613742269758559718089241625337790256964912917610090505806194806966090671426272022135648
317,77716240031485594867025091306871134879279859044620812668895128482456458805045252903097403483045335713136011067824
318,38858120015742797433512545653435567439639929522310406334447564241228229402522626451548701741522667856568005533912
319,19429060007871398716756272826717783719819964761155203167223782120614114701261313225774350870761333928284002766956
320,9714530003935699358378136413358891859909982380577601583611891060307057350630656612887175435380666964142001383478
321,4857265001967849679189068206679445929954991190288800791805945530153528675315328306443587717690333482071000691739
322,14571795005903549037567204620038337789864973570866402375417836590460586025945984919330763153071000446213002075218
323,7285897502951774518783602310019168894932486785433201187708918295230293012972992459665381576535500223106501037609
324,21857692508855323556350806930057506684797460356299603563126754885690879038918977378996144729606500669319503112828
325,10928846254427661778175403465028753342398730178149801781563377442845439519459488689498072364803250334659751556414
326,5464423127213830889087701732514376671199365089074900890781688721422719759729744344749036182401625167329875778207
327,16393269381641492667263105197543130013598095267224702672345066164268159279189233034247108547204875501989627334622
328,8196634690820746333631552598771565006799047633612351336172533082134079639594616517123554273602437750994813667311
329,24589904072462239000894657796314695020397142900837054008517599246402238918783849551370662820807313252984441001934
330,12294952036231119500447328898157347510198571450418527004258799623201119459391924775685331410403656626492220500967
331,36884856108693358501341986694472042530595714351255581012776398869603358378175774327055994231210969879476661502902
332,18442428054346679250670993347236021265297857175627790506388199434801679189087887163527997115605484939738330751451
333,55327284163040037752012980041708063795893571526883371519164598304405037567263661490583991346816454819214992254354
334,27663642081520018876006490020854031897946785763441685759582299152202518783631830745291995673408227409607496127177
335,82990926244560056628019470062562095693840357290325057278746897456607556350895492235875987020224682228822488381532
336,41495463122280028314009735031281047846920178645162528639373448728303778175447746117937993510112341114411244190766
337,20747731561140014157004867515640523923460089322581264319686724364151889087723873058968996755056170557205622095383
338,62243194683420042471014602546921571770380267967743792959060173092455667263171619176906990265168511671616866286150
339,31121597341710021235507301273460785885190133983871896479530086546227833631585809588453495132584255835808433143075
340,93364792025130063706521903820382357655570401951615689438590259638683500894757428765360485397752767507425299429226
341,46682396012565031853260951910191178827785200975807844719295129819341750447378714382680242698876383753712649714613
342,140047188037695095559782855730573536483355602927423534157885389458025251342136143148040728096629151261137949143840
343,70023594018847547779891427865286768241677801463711767078942694729012625671068071574020364048314575630568974571920
344,35011797009423773889945713932643384120838900731855883539471347364506312835534035787010182024157287815284487285960
345,17505898504711886944972856966321692060419450365927941769735673682253156417767017893505091012078643907642243642980
346,8752949252355943472486428483160846030209725182963970884867836841126578208883508946752545506039321953821121821490
347,4376474626177971736243214241580423015104862591481985442433918420563289104441754473376272753019660976910560910745
348,13129423878533915208729642724741269045314587774445956327301755261689867313325263420128818259058982930731682732236
349,6564711939266957604364821362370634522657293887222978163650877630844933656662631710064409129529491465365841366118
350,3282355969633478802182410681185317261328646943611489081825438815422466828331315855032204564764745732682920683059
351,9847067908900436406547232043555951783985940830834467245476316446267400484993947565096613694294237198048762049178
352,4923533954450218203273616021777975891992970415417233622738158223133700242496973782548306847147118599024381024589
353,14770601863350654609820848065333927675978911246251700868214474669401100727490921347644920541441355797073143073768
354,7385300931675327304910424032666963837989455623125850434107237334700550363745460673822460270720677898536571536884
355,3692650465837663652455212016333481918994727811562925217053618667350275181872730336911230135360338949268285768442
